<<<<<<< HEAD
,flag,length,position,strain,threshold,tool
10685,TN,20404,60670351,CBA_J,100,clever
10686,TN,828,60690840,CBA_J,100,clever
10687,TN,828,60690840,CBA_J,100,clever
10688,TN,3230,60744337,CBA_J,100,clever
10689,TN,25326,60747707,CBA_J,100,clever
10690,TN,27996,60773514,CBA_J,100,clever
10691,TN,15234,60813640,CBA_J,100,clever
10692,TN,1826,60829515,CBA_J,100,clever
10693,TN,2799,60831584,CBA_J,100,clever
10694,TN,18552,60834538,CBA_J,100,clever
10695,TN,18552,60834538,CBA_J,100,clever
10696,TN,25637,60853157,CBA_J,100,clever
10697,TN,44859,60880447,CBA_J,100,clever
10698,TN,14599,60934032,CBA_J,100,clever
10699,TN,881,61025769,CBA_J,100,clever
10700,TN,858,61113346,CBA_J,100,clever
10701,TN,33182,61135586,CBA_J,100,clever
10702,TN,33182,61135586,CBA_J,100,clever
10703,TN,234464,3372849,CBA_J,100,breakdancer
10704,TN,35456,4310380,CBA_J,100,breakdancer
10705,TN,397231,4447865,CBA_J,100,breakdancer
10706,TN,397231,4447865,CBA_J,100,breakdancer
10707,TN,50232,4845341,CBA_J,100,breakdancer
10708,TN,506851,4967543,CBA_J,100,breakdancer
10709,TN,233029,6057658,CBA_J,100,breakdancer
10710,TN,76632,6603240,CBA_J,100,breakdancer
10711,TN,76632,6603240,CBA_J,100,breakdancer
10712,TN,76632,6603240,CBA_J,100,breakdancer
10713,TN,76632,6603240,CBA_J,100,breakdancer
10714,TN,76632,6603240,CBA_J,100,breakdancer
10715,TN,443759,6680025,CBA_J,100,breakdancer
10716,TN,128606,7124134,CBA_J,100,breakdancer
10717,TN,178845,7252927,CBA_J,100,breakdancer
10718,TN,64362,7431897,CBA_J,100,breakdancer
10719,TN,457224,7496533,CBA_J,100,breakdancer
10720,TN,196118,8038606,CBA_J,100,breakdancer
10721,TN,75136,8236797,CBA_J,100,breakdancer
10722,TN,75136,8236797,CBA_J,100,breakdancer
10723,TN,33956,8312339,CBA_J,100,breakdancer
10724,TN,103460,8346693,CBA_J,100,breakdancer
10725,TN,249135,8451950,CBA_J,100,breakdancer
10726,TN,763,8726654,CBA_J,100,breakdancer
10727,TN,8963,8727609,CBA_J,100,breakdancer
10728,TN,152529,8736742,CBA_J,100,breakdancer
10729,TN,3989,10106352,CBA_J,100,breakdancer
10730,TN,47749,10110572,CBA_J,100,breakdancer
10731,TN,7593,10158492,CBA_J,100,breakdancer
10732,TN,327741,10180504,CBA_J,100,breakdancer
10733,TN,59757,10508409,CBA_J,100,breakdancer
10734,TN,102576,10568417,CBA_J,100,breakdancer
10735,TN,43811,10671180,CBA_J,100,breakdancer
10736,TN,2403,10715203,CBA_J,100,breakdancer
10737,TN,34110,10717915,CBA_J,100,breakdancer
10738,TN,34110,10717915,CBA_J,100,breakdancer
10739,TN,55446,10752242,CBA_J,100,breakdancer
10740,TN,77793,10808053,CBA_J,100,breakdancer
10741,TN,3687,11938746,CBA_J,100,breakdancer
10742,TN,42326,11942592,CBA_J,100,breakdancer
10743,TN,13026,12069358,CBA_J,100,breakdancer
10744,TN,1431,12082590,CBA_J,100,breakdancer
10745,TN,769,12085493,CBA_J,100,breakdancer
10746,TN,769,12085493,CBA_J,100,breakdancer
10747,TN,71415,12086706,CBA_J,100,breakdancer
10748,TN,211496,12161478,CBA_J,100,breakdancer
10749,TN,211496,12161478,CBA_J,100,breakdancer
10750,TN,47221,12509324,CBA_J,100,breakdancer
10751,TN,6657,12815129,CBA_J,100,breakdancer
10752,TN,156958,13380722,CBA_J,100,breakdancer
10753,TN,156958,13380722,CBA_J,100,breakdancer
10754,TN,230116,13540415,CBA_J,100,breakdancer
10755,TN,4846,13867025,CBA_J,100,breakdancer
10756,TN,92213,13906349,CBA_J,100,breakdancer
10757,TN,13085,14011442,CBA_J,100,breakdancer
10758,TN,38086,14173171,CBA_J,100,breakdancer
10759,TN,21065,14235762,CBA_J,100,breakdancer
10760,TN,4295,14257265,CBA_J,100,breakdancer
10761,TN,2577,14267976,CBA_J,100,breakdancer
10762,TN,255416,14314071,CBA_J,100,breakdancer
10763,TN,221690,14569652,CBA_J,100,breakdancer
10764,TN,734437,14792645,CBA_J,100,breakdancer
10765,TN,311916,15527513,CBA_J,100,breakdancer
10766,TN,59556,15846588,CBA_J,100,breakdancer
10767,TN,59556,15846588,CBA_J,100,breakdancer
10768,TN,873653,15927694,CBA_J,100,breakdancer
10769,TN,4219,16801549,CBA_J,100,breakdancer
10770,TN,46783,16806225,CBA_J,100,breakdancer
10771,TN,35331,16853148,CBA_J,100,breakdancer
10772,TN,127765,16890137,CBA_J,100,breakdancer
10773,TN,28238,17046825,CBA_J,100,breakdancer
10774,TN,28238,17046825,CBA_J,100,breakdancer
10775,TN,771,17075566,CBA_J,100,breakdancer
10776,TN,6990,17076543,CBA_J,100,breakdancer
10777,TN,34321,17139461,CBA_J,100,breakdancer
10778,TN,34321,17139461,CBA_J,100,breakdancer
10779,TN,72321,17174627,CBA_J,100,breakdancer
10780,TN,72321,17174627,CBA_J,100,breakdancer
10781,TN,14015,17247085,CBA_J,100,breakdancer
10782,TN,14015,17247085,CBA_J,100,breakdancer
10783,TN,20631,17281611,CBA_J,100,breakdancer
10784,TN,20631,17281611,CBA_J,100,breakdancer
10785,TN,20631,17281611,CBA_J,100,breakdancer
10786,TN,67865,17309576,CBA_J,100,breakdancer
10787,TN,67865,17309576,CBA_J,100,breakdancer
10788,TN,67865,17309576,CBA_J,100,breakdancer
10789,TN,9188,17377818,CBA_J,100,breakdancer
10790,TN,28387,17387171,CBA_J,100,breakdancer
10791,TN,252521,17415960,CBA_J,100,breakdancer
10792,TN,252521,17415960,CBA_J,100,breakdancer
10793,TN,10643,17857639,CBA_J,100,breakdancer
10794,TN,59481,17868670,CBA_J,100,breakdancer
10795,TN,59481,17868670,CBA_J,100,breakdancer
10796,TN,7334,17928558,CBA_J,100,breakdancer
10797,TN,116707,17942286,CBA_J,100,breakdancer
10798,TN,36002,18060793,CBA_J,100,breakdancer
10799,TN,21152,18100594,CBA_J,100,breakdancer
10800,TN,104660,18121997,CBA_J,100,breakdancer
10801,TN,35048,18232838,CBA_J,100,breakdancer
10802,TN,349090,18268274,CBA_J,100,breakdancer
10803,TN,81339,18617515,CBA_J,100,breakdancer
10804,TN,151336,18699566,CBA_J,100,breakdancer
10805,TN,422870,18899132,CBA_J,100,breakdancer
10806,TN,91787,19322759,CBA_J,100,breakdancer
10807,TN,347341,19416203,CBA_J,100,breakdancer
10808,TN,216640,19767166,CBA_J,100,breakdancer
10809,TN,216640,19767166,CBA_J,100,breakdancer
10810,TN,216640,19767166,CBA_J,100,breakdancer
10811,TN,216640,19767166,CBA_J,100,breakdancer
10812,TN,216640,19767166,CBA_J,100,breakdancer
10813,TN,77958,19985450,CBA_J,100,breakdancer
10814,TN,76115,20063757,CBA_J,100,breakdancer
10815,TN,76115,20063757,CBA_J,100,breakdancer
10816,TN,285990,20144373,CBA_J,100,breakdancer
10817,TN,285990,20144373,CBA_J,100,breakdancer
10818,TN,285990,20144373,CBA_J,100,breakdancer
10819,TN,318431,20430561,CBA_J,100,breakdancer
10820,TN,318431,20430561,CBA_J,100,breakdancer
10821,TN,11207,20755380,CBA_J,100,breakdancer
10822,TN,757867,20774715,CBA_J,100,breakdancer
10823,TN,757867,20774715,CBA_J,100,breakdancer
10824,TN,757867,20774715,CBA_J,100,breakdancer
10825,TN,757867,20774715,CBA_J,100,breakdancer
10826,TN,757867,20774715,CBA_J,100,breakdancer
10827,TN,347207,21534427,CBA_J,100,breakdancer
10828,TN,347207,21534427,CBA_J,100,breakdancer
10829,TN,1830,21918140,CBA_J,100,breakdancer
10830,TN,41727,21934505,CBA_J,100,breakdancer
10831,TN,41727,21934505,CBA_J,100,breakdancer
10832,TN,153762,21982402,CBA_J,100,breakdancer
10833,TN,117392,22136597,CBA_J,100,breakdancer
10834,TN,151880,22254290,CBA_J,100,breakdancer
10835,TN,31359,22409689,CBA_J,100,breakdancer
10836,TN,31359,22409689,CBA_J,100,breakdancer
10837,TN,16544,22443663,CBA_J,100,breakdancer
10838,TN,183873,22460433,CBA_J,100,breakdancer
10839,TN,183873,22460433,CBA_J,100,breakdancer
10840,TN,183873,22460433,CBA_J,100,breakdancer
10841,TN,70764,22651681,CBA_J,100,breakdancer
10842,TN,79593,22728234,CBA_J,100,breakdancer
10843,TN,25070,22808166,CBA_J,100,breakdancer
10844,TN,67159,22840567,CBA_J,100,breakdancer
10845,TN,67159,22840567,CBA_J,100,breakdancer
10846,TN,25418,22908535,CBA_J,100,breakdancer
10847,TN,75611,22934235,CBA_J,100,breakdancer
10848,TN,7722,23010199,CBA_J,100,breakdancer
10849,TN,41227,23018180,CBA_J,100,breakdancer
10850,TN,21857,23076407,CBA_J,100,breakdancer
10851,TN,59568,23098870,CBA_J,100,breakdancer
10852,TN,50329,23158708,CBA_J,100,breakdancer
10853,TN,30250,23233715,CBA_J,100,breakdancer
10854,TN,6132,23264418,CBA_J,100,breakdancer
10855,TN,13000,23270748,CBA_J,100,breakdancer
10856,TN,165018,23284152,CBA_J,100,breakdancer
10857,TN,28785,23449397,CBA_J,100,breakdancer
10858,TN,5714,23478970,CBA_J,100,breakdancer
10859,TN,61537,23485056,CBA_J,100,breakdancer
10860,TN,61537,23485056,CBA_J,100,breakdancer
10861,TN,20060,23548419,CBA_J,100,breakdancer
10862,TN,29566,23568578,CBA_J,100,breakdancer
10863,TN,18219,23603686,CBA_J,100,breakdancer
10864,TN,73960,23676749,CBA_J,100,breakdancer
10865,TN,39280,23753995,CBA_J,100,breakdancer
10866,TN,150872,23793427,CBA_J,100,breakdancer
10867,TN,150872,23793427,CBA_J,100,breakdancer
10868,TN,12272,23944704,CBA_J,100,breakdancer
10869,TN,82910,23957516,CBA_J,100,breakdancer
10870,TN,82910,23957516,CBA_J,100,breakdancer
10871,TN,9882,24042251,CBA_J,100,breakdancer
10872,TN,9882,24042251,CBA_J,100,breakdancer
10873,TN,24504,24053280,CBA_J,100,breakdancer
10874,TN,39418,24078022,CBA_J,100,breakdancer
10875,TN,29868,24117583,CBA_J,100,breakdancer
10876,TN,41918,24147593,CBA_J,100,breakdancer
10877,TN,41918,24147593,CBA_J,100,breakdancer
10878,TN,3027,24227385,CBA_J,100,breakdancer
10879,TN,39098,24230813,CBA_J,100,breakdancer
10880,TN,12351,24287492,CBA_J,100,breakdancer
10881,TN,8692,24300042,CBA_J,100,breakdancer
10882,TN,55800,24308925,CBA_J,100,breakdancer
10883,TN,62958,24470922,CBA_J,100,breakdancer
10884,TN,63673,24544832,CBA_J,100,breakdancer
10885,TN,4370,24608695,CBA_J,100,breakdancer
10886,TN,81800,24613441,CBA_J,100,breakdancer
10887,TN,81800,24613441,CBA_J,100,breakdancer
10888,TN,77723,24696982,CBA_J,100,breakdancer
10889,TN,45370,24775699,CBA_J,100,breakdancer
10890,TN,5892,24821177,CBA_J,100,breakdancer
10891,TN,31100,24876878,CBA_J,100,breakdancer
10892,TN,114002,24919164,CBA_J,100,breakdancer
10893,TN,51071,25033597,CBA_J,100,breakdancer
10894,TN,177039,25085020,CBA_J,100,breakdancer
10895,TN,177039,25085020,CBA_J,100,breakdancer
10896,TN,106887,25265027,CBA_J,100,breakdancer
10897,TN,520610,25374251,CBA_J,100,breakdancer
10898,TN,520610,25374251,CBA_J,100,breakdancer
10899,TN,520610,25374251,CBA_J,100,breakdancer
10900,TN,520610,25374251,CBA_J,100,breakdancer
10901,TN,520610,25374251,CBA_J,100,breakdancer
10902,TN,520610,25374251,CBA_J,100,breakdancer
10903,TN,520610,25374251,CBA_J,100,breakdancer
10904,TN,520610,25374251,CBA_J,100,breakdancer
10905,TN,36939,25895108,CBA_J,100,breakdancer
10906,TN,299319,25970624,CBA_J,100,breakdancer
10907,TN,73463,26270409,CBA_J,100,breakdancer
10908,TN,322928,29660837,CBA_J,100,breakdancer
10909,TN,251990,30226322,CBA_J,100,breakdancer
10910,TN,251990,30226322,CBA_J,100,breakdancer
10911,TN,1152256,30933233,CBA_J,100,breakdancer
10912,TN,1152256,30933233,CBA_J,100,breakdancer
10913,TN,1152256,30933233,CBA_J,100,breakdancer
10914,TN,116001,32087213,CBA_J,100,breakdancer
10915,TN,167252,32209571,CBA_J,100,breakdancer
10916,TN,198945,32377040,CBA_J,100,breakdancer
10917,TN,161946,32576436,CBA_J,100,breakdancer
10918,TN,11277,32738636,CBA_J,100,breakdancer
10919,TN,3883142,32879443,CBA_J,100,breakdancer
10920,TN,3883142,32879443,CBA_J,100,breakdancer
10921,TN,3883142,32879443,CBA_J,100,breakdancer
10922,TN,39129,36763850,CBA_J,100,breakdancer
10923,TN,254887,36803144,CBA_J,100,breakdancer
10924,TN,422783,37058406,CBA_J,100,breakdancer
10925,TN,22207,37595291,CBA_J,100,breakdancer
10926,TN,174335,37624486,CBA_J,100,breakdancer
10927,TN,44748,37799194,CBA_J,100,breakdancer
10928,TN,44748,37799194,CBA_J,100,breakdancer
10929,TN,176150,37844449,CBA_J,100,breakdancer
10930,TN,176150,37844449,CBA_J,100,breakdancer
10931,TN,176150,37844449,CBA_J,100,breakdancer
10932,TN,7941,38021221,CBA_J,100,breakdancer
10933,TN,7941,38021221,CBA_J,100,breakdancer
10934,TN,48941,38030065,CBA_J,100,breakdancer
10935,TN,134938,38080308,CBA_J,100,breakdancer
10936,TN,446364,38382080,CBA_J,100,breakdancer
10937,TN,446364,38382080,CBA_J,100,breakdancer
10938,TN,446364,38382080,CBA_J,100,breakdancer
10939,TN,302713,38828779,CBA_J,100,breakdancer
10940,TN,302713,38828779,CBA_J,100,breakdancer
10941,TN,10213,39135464,CBA_J,100,breakdancer
10942,TN,132267,39248928,CBA_J,100,breakdancer
10943,TN,4107,39388319,CBA_J,100,breakdancer
10944,TN,13837,39398660,CBA_J,100,breakdancer
10945,TN,795,39419824,CBA_J,100,breakdancer
10946,TN,86135,39430411,CBA_J,100,breakdancer
10947,TN,86135,39430411,CBA_J,100,breakdancer
10948,TN,925,39516782,CBA_J,100,breakdancer
10949,TN,12975,39524260,CBA_J,100,breakdancer
10950,TN,62114,39537821,CBA_J,100,breakdancer
10951,TN,413245,39607095,CBA_J,100,breakdancer
10952,TN,413245,39607095,CBA_J,100,breakdancer
10953,TN,21306,40215919,CBA_J,100,breakdancer
10954,TN,270571,40237918,CBA_J,100,breakdancer
10955,TN,50094,40508836,CBA_J,100,breakdancer
10956,TN,42726,40773640,CBA_J,100,breakdancer
10957,TN,449007,40944763,CBA_J,100,breakdancer
10958,TN,449007,40944763,CBA_J,100,breakdancer
10959,TN,449007,40944763,CBA_J,100,breakdancer
10960,TN,73182,41394973,CBA_J,100,breakdancer
10961,TN,16492,41472961,CBA_J,100,breakdancer
10962,TN,35495,41489797,CBA_J,100,breakdancer
10963,TN,121006,41526972,CBA_J,100,breakdancer
10964,TN,56201,41873232,CBA_J,100,breakdancer
10965,TN,6850,41929592,CBA_J,100,breakdancer
10966,TN,122961,41936628,CBA_J,100,breakdancer
10967,TN,25151,42059739,CBA_J,100,breakdancer
10968,TN,24287,42085132,CBA_J,100,breakdancer
10969,TN,4762,42109799,CBA_J,100,breakdancer
10970,TN,4762,42109799,CBA_J,100,breakdancer
10971,TN,230117,42325232,CBA_J,100,breakdancer
10972,TN,6287,42558884,CBA_J,100,breakdancer
10973,TN,217585,42565464,CBA_J,100,breakdancer
10974,TN,217585,42565464,CBA_J,100,breakdancer
10975,TN,156014,42783482,CBA_J,100,breakdancer
10976,TN,58633,42939824,CBA_J,100,breakdancer
10977,TN,139978,43005060,CBA_J,100,breakdancer
10978,TN,377982,43145197,CBA_J,100,breakdancer
10979,TN,377982,43145197,CBA_J,100,breakdancer
10980,TN,13299,43523467,CBA_J,100,breakdancer
10981,TN,40973,43537389,CBA_J,100,breakdancer
10982,TN,55342,43578622,CBA_J,100,breakdancer
10983,TN,79018,43634126,CBA_J,100,breakdancer
10984,TN,56509,43808352,CBA_J,100,breakdancer
10985,TN,86830,43865020,CBA_J,100,breakdancer
10986,TN,50729,43952013,CBA_J,100,breakdancer
10987,TN,87012,44078290,CBA_J,100,breakdancer
10988,TN,255297,44186791,CBA_J,100,breakdancer
10989,TN,80385,45009745,CBA_J,100,breakdancer
10990,TN,80385,45009745,CBA_J,100,breakdancer
10991,TN,80385,45009745,CBA_J,100,breakdancer
10992,TN,34860,45096482,CBA_J,100,breakdancer
10993,TN,188229,45175727,CBA_J,100,breakdancer
10994,TN,188229,45175727,CBA_J,100,breakdancer
10995,TN,326641,45372526,CBA_J,100,breakdancer
10996,TN,326641,45372526,CBA_J,100,breakdancer
10997,TN,52867,45706227,CBA_J,100,breakdancer
10998,TN,52867,45706227,CBA_J,100,breakdancer
10999,TN,70813,45915067,CBA_J,100,breakdancer
11000,TN,304588,46218313,CBA_J,100,breakdancer
11001,TN,304588,46218313,CBA_J,100,breakdancer
11002,TN,304588,46218313,CBA_J,100,breakdancer
11003,TN,59620,46545654,CBA_J,100,breakdancer
11004,TN,59620,46545654,CBA_J,100,breakdancer
11005,TN,45809,46605647,CBA_J,100,breakdancer
11006,TN,67062,46651659,CBA_J,100,breakdancer
11007,TN,33566,46719111,CBA_J,100,breakdancer
11008,TN,402812,46753557,CBA_J,100,breakdancer
11009,TN,402812,46753557,CBA_J,100,breakdancer
11010,TN,402812,46753557,CBA_J,100,breakdancer
11011,TN,402812,46753557,CBA_J,100,breakdancer
11012,TN,402812,46753557,CBA_J,100,breakdancer
11013,TN,402812,46753557,CBA_J,100,breakdancer
11014,TN,1712,47156559,CBA_J,100,breakdancer
11015,TN,12981,47158953,CBA_J,100,breakdancer
11016,TN,22452,47172162,CBA_J,100,breakdancer
11017,TN,293889,47196448,CBA_J,100,breakdancer
11018,TN,23013,47567399,CBA_J,100,breakdancer
11019,TN,91687,47602627,CBA_J,100,breakdancer
11020,TN,358500,47695215,CBA_J,100,breakdancer
11021,TN,358500,47695215,CBA_J,100,breakdancer
11022,TN,9769,48095912,CBA_J,100,breakdancer
11023,TN,590647,48106029,CBA_J,100,breakdancer
11024,TN,1257,51550020,CBA_J,100,breakdancer
11025,TN,16325,51553525,CBA_J,100,breakdancer
11026,TN,78155,51570165,CBA_J,100,breakdancer
11027,TN,645642,51657592,CBA_J,100,breakdancer
11028,TN,414962,52309657,CBA_J,100,breakdancer
11029,TN,26099,52725795,CBA_J,100,breakdancer
11030,TN,128561,52839412,CBA_J,100,breakdancer
11031,TN,128561,52839412,CBA_J,100,breakdancer
11032,TN,14287,52971306,CBA_J,100,breakdancer
11033,TN,1180642,53814389,CBA_J,100,breakdancer
11034,TN,377831,55042599,CBA_J,100,breakdancer
11035,TN,377831,55042599,CBA_J,100,breakdancer
11036,TN,34057,55420825,CBA_J,100,breakdancer
11037,TN,59968,55455057,CBA_J,100,breakdancer
11038,TN,2798,55515609,CBA_J,100,breakdancer
11039,TN,176634,55519099,CBA_J,100,breakdancer
11040,TN,318126,56258930,CBA_J,100,breakdancer
11041,TN,318126,56258930,CBA_J,100,breakdancer
11042,TN,318126,56258930,CBA_J,100,breakdancer
11043,TN,103339,56970903,CBA_J,100,breakdancer
11044,TN,103339,56970903,CBA_J,100,breakdancer
11045,TN,38880,57074572,CBA_J,100,breakdancer
11046,TN,21783,57113599,CBA_J,100,breakdancer
11047,TN,21783,57113599,CBA_J,100,breakdancer
11048,TN,22850,57135812,CBA_J,100,breakdancer
11049,TN,54744,57159343,CBA_J,100,breakdancer
11050,TN,17814,57214415,CBA_J,100,breakdancer
11051,TN,197219,57232620,CBA_J,100,breakdancer
11052,TN,82969,57431305,CBA_J,100,breakdancer
11053,TN,81393,57520632,CBA_J,100,breakdancer
11054,TN,137610,57602684,CBA_J,100,breakdancer
11055,TN,33177,57741231,CBA_J,100,breakdancer
11056,TN,52577,57774574,CBA_J,100,breakdancer
11057,TN,180122,57832504,CBA_J,100,breakdancer
11058,TN,180122,57832504,CBA_J,100,breakdancer
11059,TN,180122,57832504,CBA_J,100,breakdancer
11060,TN,180122,57832504,CBA_J,100,breakdancer
11061,TN,269668,58014478,CBA_J,100,breakdancer
11062,TN,269668,58014478,CBA_J,100,breakdancer
11063,TN,40709,58319185,CBA_J,100,breakdancer
11064,TN,605525,58360143,CBA_J,100,breakdancer
11065,TN,605525,58360143,CBA_J,100,breakdancer
11066,TN,354955,58967394,CBA_J,100,breakdancer
11067,TN,83423,59421936,CBA_J,100,breakdancer
11068,TN,25707,59505597,CBA_J,100,breakdancer
11069,TN,71810,59531547,CBA_J,100,breakdancer
11070,TN,71810,59531547,CBA_J,100,breakdancer
11071,TN,51685,59610510,CBA_J,100,breakdancer
11072,TN,93057,59673677,CBA_J,100,breakdancer
11073,TN,46787,59767299,CBA_J,100,breakdancer
11074,TN,4873,59820224,CBA_J,100,breakdancer
11075,TN,45371,59826681,CBA_J,100,breakdancer
11076,TN,10160,59874886,CBA_J,100,breakdancer
11077,TN,67361,59885459,CBA_J,100,breakdancer
11078,TN,67361,59885459,CBA_J,100,breakdancer
11079,TN,18905,59999847,CBA_J,100,breakdancer
11080,TN,31290,60024946,CBA_J,100,breakdancer
11081,TN,13301,60056825,CBA_J,100,breakdancer
11082,TN,220393,60070330,CBA_J,100,breakdancer
11083,TN,220393,60070330,CBA_J,100,breakdancer
11084,TN,220393,60070330,CBA_J,100,breakdancer
11085,TN,220393,60070330,CBA_J,100,breakdancer
11086,TN,38016,60309623,CBA_J,100,breakdancer
11087,TN,174369,60354785,CBA_J,100,breakdancer
11088,TN,174369,60354785,CBA_J,100,breakdancer
11089,TN,174369,60354785,CBA_J,100,breakdancer
11090,TN,174369,60354785,CBA_J,100,breakdancer
11091,TN,174369,60354785,CBA_J,100,breakdancer
11092,TN,174369,60354785,CBA_J,100,breakdancer
11093,TN,12950,60572947,CBA_J,100,breakdancer
11094,TN,41212,60586060,CBA_J,100,breakdancer
11095,TN,13653,60627620,CBA_J,100,breakdancer
11096,TN,1482,60642339,CBA_J,100,breakdancer
11097,TN,34108,60657620,CBA_J,100,breakdancer
11098,TN,34108,60657620,CBA_J,100,breakdancer
11099,TN,11476,60692234,CBA_J,100,breakdancer
11100,TN,68343,60704766,CBA_J,100,breakdancer
11101,TN,68343,60704766,CBA_J,100,breakdancer
11102,TN,55362,60773507,CBA_J,100,breakdancer
11103,TN,55362,60773507,CBA_J,100,breakdancer
11104,TN,55362,60773507,CBA_J,100,breakdancer
11105,TN,4736,60829456,CBA_J,100,breakdancer
11106,TN,43874,60834851,CBA_J,100,breakdancer
11107,TN,44866,60880476,CBA_J,100,breakdancer
11108,TN,14513,60934033,CBA_J,100,breakdancer
11109,TN,786,61025771,CBA_J,100,breakdancer
11110,TN,86280,61026843,CBA_J,100,breakdancer
11111,TN,895,61113350,CBA_J,100,breakdancer
11112,TN,20471,61114798,CBA_J,100,breakdancer
11113,TN,48207,61135587,CBA_J,100,breakdancer
11114,TN,48207,61135587,CBA_J,100,breakdancer
11115,TN,236272,3205710,CBA_J,100,BioGraph*
11116,TN,671347,3607513,CBA_J,100,BioGraph*
11117,TN,35469,4310389,CBA_J,100,BioGraph*
11118,TN,42317,4346052,CBA_J,100,BioGraph*
11119,TN,39596,4388604,CBA_J,100,BioGraph*
11120,TN,50238,4845342,CBA_J,100,BioGraph*
11121,TN,29232,4895762,CBA_J,100,BioGraph*
11122,TN,237633,4967357,CBA_J,100,BioGraph*
11123,TN,821303,5205111,CBA_J,100,BioGraph*
11124,TN,821303,5205111,CBA_J,100,BioGraph*
11125,TN,821303,5205111,CBA_J,100,BioGraph*
11126,TN,14958,6380391,CBA_J,100,BioGraph*
11127,TN,207456,6395565,CBA_J,100,BioGraph*
11128,TN,207456,6395565,CBA_J,100,BioGraph*
11129,TN,26139,6603239,CBA_J,100,BioGraph*
11130,TN,572679,6680024,CBA_J,100,BioGraph*
11131,TN,178794,7252926,CBA_J,100,BioGraph*
11132,TN,64424,7431896,CBA_J,100,BioGraph*
11133,TN,541848,7496532,CBA_J,100,BioGraph*
11134,TN,541848,7496532,CBA_J,100,BioGraph*
11135,TN,59265,8038592,CBA_J,100,BioGraph*
11136,TN,205442,8140857,CBA_J,100,BioGraph*
11137,TN,205442,8140857,CBA_J,100,BioGraph*
11138,TN,205442,8140857,CBA_J,100,BioGraph*
11139,TN,103413,8346686,CBA_J,100,BioGraph*
11140,TN,249087,8451950,CBA_J,100,BioGraph*
11141,TN,24704,8706816,CBA_J,100,BioGraph*
11142,TN,24704,8706816,CBA_J,100,BioGraph*
11143,TN,1369401,8736741,CBA_J,100,BioGraph*
11144,TN,3948,10106351,CBA_J,100,BioGraph*
11145,TN,47714,10110568,CBA_J,100,BioGraph*
11146,TN,7699,10158491,CBA_J,100,BioGraph*
11147,TN,13852,10166388,CBA_J,100,BioGraph*
11148,TN,147471,10180444,CBA_J,100,BioGraph*
11149,TN,143643,10327994,CBA_J,100,BioGraph*
11150,TN,102545,10568416,CBA_J,100,BioGraph*
11151,TN,43767,10671179,CBA_J,100,BioGraph*
11152,TN,2478,10715202,CBA_J,100,BioGraph*
11153,TN,62061,10745584,CBA_J,100,BioGraph*
11154,TN,62061,10745584,CBA_J,100,BioGraph*
11155,TN,77948,10808052,CBA_J,100,BioGraph*
11156,TN,77948,10808052,CBA_J,100,BioGraph*
11157,TN,1715,10886617,CBA_J,100,BioGraph*
11158,TN,3626,11938745,CBA_J,100,BioGraph*
11159,TN,83765,11985095,CBA_J,100,BioGraph*
11160,TN,14623,12069357,CBA_J,100,BioGraph*
11161,TN,14623,12069357,CBA_J,100,BioGraph*
11162,TN,14623,12069357,CBA_J,100,BioGraph*
11163,TN,68227,12084315,CBA_J,100,BioGraph*
11164,TN,68227,12084315,CBA_J,100,BioGraph*
11165,TN,68227,12084315,CBA_J,100,BioGraph*
11166,TN,42928,12161478,CBA_J,100,BioGraph*
11167,TN,42928,12161478,CBA_J,100,BioGraph*
11168,TN,305599,12509323,CBA_J,100,BioGraph*
11169,TN,6608,12815128,CBA_J,100,BioGraph*
11170,TN,296858,12823048,CBA_J,100,BioGraph*
11171,TN,81704,13455939,CBA_J,100,BioGraph*
11172,TN,298591,13540398,CBA_J,100,BioGraph*
11173,TN,92202,13906308,CBA_J,100,BioGraph*
11174,TN,89029,14011441,CBA_J,100,BioGraph*
11175,TN,128074,14100550,CBA_J,100,BioGraph*
11176,TN,128074,14100550,CBA_J,100,BioGraph*
11177,TN,45869,14267976,CBA_J,100,BioGraph*
11178,TN,311875,15527506,CBA_J,100,BioGraph*
11179,TN,80865,15846588,CBA_J,100,BioGraph*
11180,TN,80865,15846588,CBA_J,100,BioGraph*
11181,TN,80865,15846588,CBA_J,100,BioGraph*
11182,TN,484114,16400973,CBA_J,100,BioGraph*
11183,TN,484114,16400973,CBA_J,100,BioGraph*
11184,TN,43214,16974633,CBA_J,100,BioGraph*
11185,TN,52188,17020492,CBA_J,100,BioGraph*
11186,TN,52188,17020492,CBA_J,100,BioGraph*
11187,TN,72933,17072764,CBA_J,100,BioGraph*
11188,TN,72933,17072764,CBA_J,100,BioGraph*
11189,TN,72933,17072764,CBA_J,100,BioGraph*
11190,TN,72933,17072764,CBA_J,100,BioGraph*
11191,TN,56620,17201499,CBA_J,100,BioGraph*
11192,TN,56620,17201499,CBA_J,100,BioGraph*
11193,TN,34273,17258307,CBA_J,100,BioGraph*
11194,TN,34273,17258307,CBA_J,100,BioGraph*
11195,TN,34273,17258307,CBA_J,100,BioGraph*
11196,TN,34273,17258307,CBA_J,100,BioGraph*
11197,TN,43248,17292739,CBA_J,100,BioGraph*
11198,TN,43248,17292739,CBA_J,100,BioGraph*
11199,TN,43397,17343599,CBA_J,100,BioGraph*
11200,TN,28315,17387162,CBA_J,100,BioGraph*
