TP,FP,FN,TN,Sensitivity,PPV,Specificity,Fscore,Name
79,28,425,15,0.16,0.74,0.35,0.26,100t.delly.AKR_J.chr19.2p.1_sorted
72,32,432,16,0.14,0.69,0.33,0.24,100t.delly.AKR_J.chr19.2p.2_sorted
77,27,427,15,0.15,0.74,0.36,0.25,100t.delly.AKR_J.chr19.2p.3_sorted
83,29,421,21,0.16,0.74,0.42,0.27,100t.delly.AKR_J.chr19.2p.4_sorted
74,32,430,12,0.15,0.70,0.27,0.24,100t.delly.AKR_J.chr19.2p.5_sorted
76,22,428,16,0.15,0.78,0.42,0.25,100t.delly.AKR_J.chr19.2p.6_sorted
65,32,439,9,0.13,0.67,0.22,0.22,100t.delly.AKR_J.chr19.2p.7_sorted
88,30,416,24,0.17,0.75,0.44,0.28,100t.delly.AKR_J.chr19.2p.8_sorted
77,25,427,18,0.15,0.75,0.42,0.25,100t.delly.AKR_J.chr19.2p.9_sorted
299,458,205,107,0.59,0.39,0.19,0.47,100t.delly.AKR_J.chr19.32p.10_sorted
303,443,201,110,0.60,0.41,0.20,0.48,100t.delly.AKR_J.chr19.32p.1_sorted
299,428,205,113,0.59,0.41,0.21,0.49,100t.delly.AKR_J.chr19.32p.2_sorted
297,444,207,113,0.59,0.40,0.20,0.48,100t.delly.AKR_J.chr19.32p.3_sorted
303,448,201,110,0.60,0.40,0.20,0.48,100t.delly.AKR_J.chr19.32p.4_sorted
297,453,207,110,0.59,0.40,0.20,0.47,100t.delly.AKR_J.chr19.32p.5_sorted
290,464,214,108,0.58,0.38,0.19,0.46,100t.delly.AKR_J.chr19.32p.6_sorted
297,448,207,113,0.59,0.40,0.20,0.48,100t.delly.AKR_J.chr19.32p.7_sorted
300,449,204,112,0.60,0.40,0.20,0.48,100t.delly.AKR_J.chr19.32p.8_sorted
290,459,214,110,0.58,0.39,0.19,0.46,100t.delly.AKR_J.chr19.32p.9_sorted
145,55,359,47,0.29,0.72,0.46,0.41,100t.delly.AKR_J.chr19.4p.10_sorted
136,56,368,46,0.27,0.71,0.45,0.39,100t.delly.AKR_J.chr19.4p.1_sorted
139,58,365,44,0.28,0.71,0.43,0.40,100t.delly.AKR_J.chr19.4p.2_sorted
134,68,370,42,0.27,0.66,0.38,0.38,100t.delly.AKR_J.chr19.4p.3_sorted
135,56,369,45,0.27,0.71,0.45,0.39,100t.delly.AKR_J.chr19.4p.4_sorted
136,66,368,44,0.27,0.67,0.40,0.39,100t.delly.AKR_J.chr19.4p.5_sorted
135,70,369,44,0.27,0.66,0.39,0.38,100t.delly.AKR_J.chr19.4p.6_sorted
134,65,370,46,0.27,0.67,0.41,0.38,100t.delly.AKR_J.chr19.4p.7_sorted
131,61,373,39,0.26,0.68,0.39,0.38,100t.delly.AKR_J.chr19.4p.8_sorted
130,59,374,41,0.26,0.69,0.41,0.38,100t.delly.AKR_J.chr19.4p.9_sorted
204,138,300,82,0.40,0.60,0.37,0.48,100t.delly.AKR_J.chr19.8p.10_sorted
195,129,309,73,0.39,0.60,0.36,0.47,100t.delly.AKR_J.chr19.8p.1_sorted
189,124,315,69,0.38,0.60,0.36,0.46,100t.delly.AKR_J.chr19.8p.2_sorted
200,134,304,75,0.40,0.60,0.36,0.48,100t.delly.AKR_J.chr19.8p.3_sorted
191,131,313,74,0.38,0.59,0.36,0.46,100t.delly.AKR_J.chr19.8p.4_sorted
187,125,317,78,0.37,0.60,0.38,0.46,100t.delly.AKR_J.chr19.8p.5_sorted
197,126,307,72,0.39,0.61,0.36,0.48,100t.delly.AKR_J.chr19.8p.6_sorted
195,122,309,86,0.39,0.62,0.41,0.48,100t.delly.AKR_J.chr19.8p.7_sorted
200,134,304,78,0.40,0.60,0.37,0.48,100t.delly.AKR_J.chr19.8p.8_sorted
200,130,304,80,0.40,0.61,0.38,0.48,100t.delly.AKR_J.chr19.8p.9_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.10_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.2_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.3_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.4_sorted
0,2,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.5_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.6_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.7_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.0.1p.8_sorted
19,7,526,1,0.03,0.73,0.12,0.07,100t.delly.BALB_cJ.chr19.0.5p.10_sorted
18,6,527,2,0.03,0.75,0.25,0.06,100t.delly.BALB_cJ.chr19.0.5p.1_sorted
0,1,545,0,0.00,0.00,0.00,0.00,100t.delly.BALB_cJ.chr19.05p.1_sorted
22,12,523,2,0.04,0.65,0.14,0.08,100t.delly.BALB_cJ.chr19.0.5p.2_sorted
21,3,524,0,0.04,0.88,0.00,0.07,100t.delly.BALB_cJ.chr19.0.5p.3_sorted
16,4,529,2,0.03,0.80,0.33,0.06,100t.delly.BALB_cJ.chr19.0.5p.4_sorted
12,3,533,0,0.02,0.80,0.00,0.04,100t.delly.BALB_cJ.chr19.0.5p.5_sorted
13,9,532,1,0.02,0.59,0.10,0.05,100t.delly.BALB_cJ.chr19.0.5p.6_sorted
22,8,523,0,0.04,0.73,0.00,0.08,100t.delly.BALB_cJ.chr19.0.5p.7_sorted
11,6,534,0,0.02,0.65,0.00,0.04,100t.delly.BALB_cJ.chr19.0.5p.8_sorted
19,4,526,3,0.03,0.83,0.43,0.07,100t.delly.BALB_cJ.chr19.0.5p.9_sorted
224,152,321,83,0.41,0.60,0.35,0.49,100t.delly.BALB_cJ.chr19.10p.10_sorted
237,145,308,97,0.43,0.62,0.40,0.51,100t.delly.BALB_cJ.chr19.10p.1_sorted
225,149,320,84,0.41,0.60,0.36,0.49,100t.delly.BALB_cJ.chr19.10p.2_sorted
225,148,320,91,0.41,0.60,0.38,0.49,100t.delly.BALB_cJ.chr19.10p.3_sorted
232,148,313,84,0.43,0.61,0.36,0.50,100t.delly.BALB_cJ.chr19.10p.4_sorted
227,138,318,86,0.42,0.62,0.38,0.50,100t.delly.BALB_cJ.chr19.10p.5_sorted
233,143,312,91,0.43,0.62,0.39,0.51,100t.delly.BALB_cJ.chr19.10p.6_sorted
241,163,304,94,0.44,0.60,0.37,0.51,100t.delly.BALB_cJ.chr19.10p.7_sorted
225,154,320,88,0.41,0.59,0.36,0.49,100t.delly.BALB_cJ.chr19.10p.8_sorted
243,155,302,95,0.45,0.61,0.38,0.52,100t.delly.BALB_cJ.chr19.10p.9_sorted
274,245,271,115,0.50,0.53,0.32,0.52,100t.delly.BALB_cJ.chr19.16p.10_sorted
266,248,279,104,0.49,0.52,0.30,0.50,100t.delly.BALB_cJ.chr19.16p.1_sorted
275,254,270,111,0.50,0.52,0.30,0.51,100t.delly.BALB_cJ.chr19.16p.2_sorted
279,228,266,119,0.51,0.55,0.34,0.53,100t.delly.BALB_cJ.chr19.16p.3_sorted
266,263,279,105,0.49,0.50,0.29,0.50,100t.delly.BALB_cJ.chr19.16p.4_sorted
270,247,275,113,0.50,0.52,0.31,0.51,100t.delly.BALB_cJ.chr19.16p.5_sorted
261,247,284,103,0.48,0.51,0.29,0.50,100t.delly.BALB_cJ.chr19.16p.6_sorted
268,237,277,109,0.49,0.53,0.32,0.51,100t.delly.BALB_cJ.chr19.16p.7_sorted
269,240,276,119,0.49,0.53,0.33,0.51,100t.delly.BALB_cJ.chr19.16p.8_sorted
272,247,273,111,0.50,0.52,0.31,0.51,100t.delly.BALB_cJ.chr19.16p.9_sorted
50,15,495,4,0.09,0.77,0.21,0.16,100t.delly.BALB_cJ.chr19.1p.10_sorted
52,20,493,4,0.10,0.72,0.17,0.17,100t.delly.BALB_cJ.chr19.1p.1_sorted
45,13,500,3,0.08,0.78,0.19,0.15,100t.delly.BALB_cJ.chr19.1p.2_sorted
54,17,491,3,0.10,0.76,0.15,0.18,100t.delly.BALB_cJ.chr19.1p.3_sorted
42,22,503,4,0.08,0.66,0.15,0.14,100t.delly.BALB_cJ.chr19.1p.4_sorted
42,13,503,3,0.08,0.76,0.19,0.14,100t.delly.BALB_cJ.chr19.1p.5_sorted
35,13,510,4,0.06,0.73,0.24,0.12,100t.delly.BALB_cJ.chr19.1p.6_sorted
39,13,506,2,0.07,0.75,0.13,0.13,100t.delly.BALB_cJ.chr19.1p.7_sorted
40,21,505,3,0.07,0.66,0.12,0.13,100t.delly.BALB_cJ.chr19.1p.8_sorted
48,27,497,6,0.09,0.64,0.18,0.15,100t.delly.BALB_cJ.chr19.1p.9_sorted
100,33,445,25,0.18,0.75,0.43,0.29,100t.delly.BALB_cJ.chr19.2p.10_sorted
104,33,441,28,0.19,0.76,0.46,0.30,100t.delly.BALB_cJ.chr19.2p.1_sorted
108,30,437,21,0.20,0.78,0.41,0.32,100t.delly.BALB_cJ.chr19.2p.2_sorted
96,29,449,23,0.18,0.77,0.44,0.29,100t.delly.BALB_cJ.chr19.2p.3_sorted
88,46,457,20,0.16,0.66,0.30,0.26,100t.delly.BALB_cJ.chr19.2p.4_sorted
106,31,439,29,0.19,0.77,0.48,0.31,100t.delly.BALB_cJ.chr19.2p.5_sorted
102,23,443,27,0.19,0.82,0.54,0.30,100t.delly.BALB_cJ.chr19.2p.6_sorted
85,39,460,18,0.16,0.69,0.32,0.25,100t.delly.BALB_cJ.chr19.2p.7_sorted
107,30,438,23,0.20,0.78,0.43,0.31,100t.delly.BALB_cJ.chr19.2p.8_sorted
104,25,441,26,0.19,0.81,0.51,0.31,100t.delly.BALB_cJ.chr19.2p.9_sorted
315,460,230,119,0.58,0.41,0.21,0.48,100t.delly.BALB_cJ.chr19.32p.10_sorted
313,443,232,124,0.57,0.41,0.22,0.48,100t.delly.BALB_cJ.chr19.32p.1_sorted
329,439,216,130,0.60,0.43,0.23,0.50,100t.delly.BALB_cJ.chr19.32p.2_sorted
315,435,230,127,0.58,0.42,0.23,0.49,100t.delly.BALB_cJ.chr19.32p.3_sorted
319,454,226,128,0.59,0.41,0.22,0.48,100t.delly.BALB_cJ.chr19.32p.4_sorted
320,445,225,126,0.59,0.42,0.22,0.49,100t.delly.BALB_cJ.chr19.32p.5_sorted
319,432,226,123,0.59,0.42,0.22,0.49,100t.delly.BALB_cJ.chr19.32p.6_sorted
315,437,230,117,0.58,0.42,0.21,0.49,100t.delly.BALB_cJ.chr19.32p.7_sorted
314,442,231,119,0.58,0.42,0.21,0.48,100t.delly.BALB_cJ.chr19.32p.8_sorted
321,446,224,123,0.59,0.42,0.22,0.49,100t.delly.BALB_cJ.chr19.32p.9_sorted
149,47,396,45,0.27,0.76,0.49,0.40,100t.delly.BALB_cJ.chr19.4p.10_sorted
146,56,399,41,0.27,0.72,0.42,0.39,100t.delly.BALB_cJ.chr19.4p.1_sorted
136,61,409,41,0.25,0.69,0.40,0.37,100t.delly.BALB_cJ.chr19.4p.2_sorted
154,50,391,44,0.28,0.75,0.47,0.41,100t.delly.BALB_cJ.chr19.4p.3_sorted
152,45,393,49,0.28,0.77,0.52,0.41,100t.delly.BALB_cJ.chr19.4p.4_sorted
155,55,390,54,0.28,0.74,0.50,0.41,100t.delly.BALB_cJ.chr19.4p.5_sorted
151,54,394,49,0.28,0.74,0.48,0.40,100t.delly.BALB_cJ.chr19.4p.6_sorted
156,51,389,50,0.29,0.75,0.50,0.41,100t.delly.BALB_cJ.chr19.4p.7_sorted
152,55,393,49,0.28,0.73,0.47,0.40,100t.delly.BALB_cJ.chr19.4p.8_sorted
160,47,385,57,0.29,0.77,0.55,0.43,100t.delly.BALB_cJ.chr19.4p.9_sorted
195,100,350,75,0.36,0.66,0.43,0.46,100t.delly.BALB_cJ.chr19.8p.10_sorted
209,101,336,79,0.38,0.67,0.44,0.49,100t.delly.BALB_cJ.chr19.8p.1_sorted
207,111,338,81,0.38,0.65,0.42,0.48,100t.delly.BALB_cJ.chr19.8p.2_sorted
213,98,332,91,0.39,0.68,0.48,0.50,100t.delly.BALB_cJ.chr19.8p.3_sorted
205,117,340,75,0.38,0.64,0.39,0.47,100t.delly.BALB_cJ.chr19.8p.4_sorted
216,104,329,75,0.40,0.68,0.42,0.50,100t.delly.BALB_cJ.chr19.8p.5_sorted
217,106,328,84,0.40,0.67,0.44,0.50,100t.delly.BALB_cJ.chr19.8p.6_sorted
205,119,340,81,0.38,0.63,0.41,0.47,100t.delly.BALB_cJ.chr19.8p.7_sorted
197,110,348,75,0.36,0.64,0.41,0.46,100t.delly.BALB_cJ.chr19.8p.8_sorted
209,118,336,85,0.38,0.64,0.42,0.48,100t.delly.BALB_cJ.chr19.8p.9_sorted
0,1,539,0,0.00,0.00,0.00,0.00,100t.delly.C3H_HeJ.chr19.0.1p.10_sorted
18,8,521,0,0.03,0.69,0.00,0.06,100t.delly.C3H_HeJ.chr19.0.5p.10_sorted
23,7,516,2,0.04,0.77,0.22,0.08,100t.delly.C3H_HeJ.chr19.0.5p.1_sorted
11,6,528,0,0.02,0.65,0.00,0.04,100t.delly.C3H_HeJ.chr19.0.5p.2_sorted
21,6,518,2,0.04,0.78,0.25,0.07,100t.delly.C3H_HeJ.chr19.0.5p.3_sorted
16,6,523,0,0.03,0.73,0.00,0.06,100t.delly.C3H_HeJ.chr19.0.5p.4_sorted
16,8,523,0,0.03,0.67,0.00,0.06,100t.delly.C3H_HeJ.chr19.0.5p.5_sorted
17,6,522,1,0.03,0.74,0.14,0.06,100t.delly.C3H_HeJ.chr19.0.5p.6_sorted
8,3,531,0,0.01,0.73,0.00,0.03,100t.delly.C3H_HeJ.chr19.0.5p.7_sorted
13,7,526,1,0.02,0.65,0.12,0.05,100t.delly.C3H_HeJ.chr19.0.5p.8_sorted
12,5,527,0,0.02,0.71,0.00,0.04,100t.delly.C3H_HeJ.chr19.0.5p.9_sorted
220,196,319,91,0.41,0.53,0.32,0.46,100t.delly.C3H_HeJ.chr19.10p.10_sorted
232,161,307,91,0.43,0.59,0.36,0.50,100t.delly.C3H_HeJ.chr19.10p.1_sorted
222,182,317,87,0.41,0.55,0.32,0.47,100t.delly.C3H_HeJ.chr19.10p.2_sorted
220,174,319,80,0.41,0.56,0.31,0.47,100t.delly.C3H_HeJ.chr19.10p.3_sorted
223,179,316,88,0.41,0.55,0.33,0.47,100t.delly.C3H_HeJ.chr19.10p.4_sorted
229,176,310,92,0.42,0.57,0.34,0.49,100t.delly.C3H_HeJ.chr19.10p.5_sorted
220,176,319,85,0.41,0.56,0.33,0.47,100t.delly.C3H_HeJ.chr19.10p.6_sorted
230,167,309,76,0.43,0.58,0.31,0.49,100t.delly.C3H_HeJ.chr19.10p.7_sorted
211,186,328,82,0.39,0.53,0.31,0.45,100t.delly.C3H_HeJ.chr19.10p.8_sorted
214,176,325,83,0.40,0.55,0.32,0.46,100t.delly.C3H_HeJ.chr19.10p.9_sorted
267,283,272,101,0.50,0.49,0.26,0.49,100t.delly.C3H_HeJ.chr19.16p.10_sorted
272,283,267,106,0.50,0.49,0.27,0.50,100t.delly.C3H_HeJ.chr19.16p.1_sorted
268,292,271,105,0.50,0.48,0.26,0.49,100t.delly.C3H_HeJ.chr19.16p.2_sorted
254,270,285,95,0.47,0.48,0.26,0.48,100t.delly.C3H_HeJ.chr19.16p.3_sorted
256,284,283,105,0.47,0.47,0.27,0.47,100t.delly.C3H_HeJ.chr19.16p.4_sorted
262,270,277,106,0.49,0.49,0.28,0.49,100t.delly.C3H_HeJ.chr19.16p.5_sorted
265,288,274,100,0.49,0.48,0.26,0.49,100t.delly.C3H_HeJ.chr19.16p.6_sorted
263,287,276,99,0.49,0.48,0.26,0.48,100t.delly.C3H_HeJ.chr19.16p.7_sorted
262,276,277,95,0.49,0.49,0.26,0.49,100t.delly.C3H_HeJ.chr19.16p.8_sorted
252,272,287,98,0.47,0.48,0.26,0.47,100t.delly.C3H_HeJ.chr19.16p.9_sorted
42,15,497,5,0.08,0.74,0.25,0.14,100t.delly.C3H_HeJ.chr19.1p.10_sorted
51,17,488,5,0.09,0.75,0.23,0.17,100t.delly.C3H_HeJ.chr19.1p.1_sorted
37,14,502,2,0.07,0.73,0.12,0.13,100t.delly.C3H_HeJ.chr19.1p.2_sorted
49,14,490,3,0.09,0.78,0.18,0.16,100t.delly.C3H_HeJ.chr19.1p.3_sorted
49,12,490,7,0.09,0.80,0.37,0.16,100t.delly.C3H_HeJ.chr19.1p.4_sorted
41,20,498,3,0.08,0.67,0.13,0.14,100t.delly.C3H_HeJ.chr19.1p.5_sorted
48,19,491,5,0.09,0.72,0.21,0.16,100t.delly.C3H_HeJ.chr19.1p.6_sorted
51,15,488,8,0.09,0.77,0.35,0.17,100t.delly.C3H_HeJ.chr19.1p.7_sorted
31,10,508,0,0.06,0.76,0.00,0.11,100t.delly.C3H_HeJ.chr19.1p.8_sorted
49,16,490,4,0.09,0.75,0.20,0.16,100t.delly.C3H_HeJ.chr19.1p.9_sorted
102,24,437,30,0.19,0.81,0.56,0.31,100t.delly.C3H_HeJ.chr19.2p.10_sorted
95,36,444,23,0.18,0.73,0.39,0.28,100t.delly.C3H_HeJ.chr19.2p.1_sorted
98,29,441,24,0.18,0.77,0.45,0.29,100t.delly.C3H_HeJ.chr19.2p.2_sorted
87,38,452,29,0.16,0.70,0.43,0.26,100t.delly.C3H_HeJ.chr19.2p.3_sorted
96,36,443,21,0.18,0.73,0.37,0.29,100t.delly.C3H_HeJ.chr19.2p.4_sorted
104,27,435,30,0.19,0.79,0.53,0.31,100t.delly.C3H_HeJ.chr19.2p.5_sorted
97,26,442,21,0.18,0.79,0.45,0.29,100t.delly.C3H_HeJ.chr19.2p.6_sorted
104,24,435,20,0.19,0.81,0.45,0.31,100t.delly.C3H_HeJ.chr19.2p.7_sorted
90,39,449,17,0.17,0.70,0.30,0.27,100t.delly.C3H_HeJ.chr19.2p.8_sorted
92,38,447,27,0.17,0.71,0.42,0.28,100t.delly.C3H_HeJ.chr19.2p.9_sorted
317,477,222,115,0.59,0.40,0.19,0.48,100t.delly.C3H_HeJ.chr19.32p.10_sorted
313,492,226,107,0.58,0.39,0.18,0.47,100t.delly.C3H_HeJ.chr19.32p.1_sorted
314,497,225,112,0.58,0.39,0.18,0.47,100t.delly.C3H_HeJ.chr19.32p.2_sorted
311,496,228,108,0.58,0.39,0.18,0.46,100t.delly.C3H_HeJ.chr19.32p.3_sorted
312,501,227,108,0.58,0.38,0.18,0.46,100t.delly.C3H_HeJ.chr19.32p.4_sorted
312,494,227,115,0.58,0.39,0.19,0.46,100t.delly.C3H_HeJ.chr19.32p.5_sorted
307,496,232,108,0.57,0.38,0.18,0.46,100t.delly.C3H_HeJ.chr19.32p.6_sorted
314,487,225,106,0.58,0.39,0.18,0.47,100t.delly.C3H_HeJ.chr19.32p.7_sorted
312,493,227,111,0.58,0.39,0.18,0.46,100t.delly.C3H_HeJ.chr19.32p.8_sorted
312,497,227,113,0.58,0.39,0.19,0.46,100t.delly.C3H_HeJ.chr19.32p.9_sorted
143,56,396,49,0.27,0.72,0.47,0.39,100t.delly.C3H_HeJ.chr19.4p.10_sorted
147,49,392,51,0.27,0.75,0.51,0.40,100t.delly.C3H_HeJ.chr19.4p.1_sorted
146,57,393,47,0.27,0.72,0.45,0.39,100t.delly.C3H_HeJ.chr19.4p.2_sorted
140,72,399,51,0.26,0.66,0.41,0.37,100t.delly.C3H_HeJ.chr19.4p.3_sorted
149,53,390,47,0.28,0.74,0.47,0.40,100t.delly.C3H_HeJ.chr19.4p.4_sorted
145,68,394,47,0.27,0.68,0.41,0.39,100t.delly.C3H_HeJ.chr19.4p.5_sorted
130,75,409,42,0.24,0.63,0.36,0.35,100t.delly.C3H_HeJ.chr19.4p.6_sorted
142,66,397,41,0.26,0.68,0.38,0.38,100t.delly.C3H_HeJ.chr19.4p.7_sorted
153,60,386,55,0.28,0.72,0.48,0.41,100t.delly.C3H_HeJ.chr19.4p.8_sorted
136,68,403,42,0.25,0.67,0.38,0.37,100t.delly.C3H_HeJ.chr19.4p.9_sorted
195,120,344,78,0.36,0.62,0.39,0.46,100t.delly.C3H_HeJ.chr19.8p.10_sorted
197,126,342,75,0.37,0.61,0.37,0.46,100t.delly.C3H_HeJ.chr19.8p.1_sorted
202,127,337,76,0.37,0.61,0.37,0.47,100t.delly.C3H_HeJ.chr19.8p.2_sorted
203,132,336,75,0.38,0.61,0.36,0.46,100t.delly.C3H_HeJ.chr19.8p.3_sorted
207,131,332,84,0.38,0.61,0.39,0.47,100t.delly.C3H_HeJ.chr19.8p.4_sorted
204,125,335,75,0.38,0.62,0.38,0.47,100t.delly.C3H_HeJ.chr19.8p.5_sorted
200,125,339,75,0.37,0.62,0.38,0.46,100t.delly.C3H_HeJ.chr19.8p.6_sorted
190,130,349,75,0.35,0.59,0.37,0.44,100t.delly.C3H_HeJ.chr19.8p.7_sorted
201,112,338,81,0.37,0.64,0.42,0.47,100t.delly.C3H_HeJ.chr19.8p.8_sorted
202,147,337,86,0.37,0.58,0.37,0.45,100t.delly.C3H_HeJ.chr19.8p.9_sorted
0,1,586,0,0.00,0.00,0.00,0.00,100t.delly.CBA_J.chr19.0.1p.10_sorted
0,1,586,0,0.00,0.00,0.00,0.00,100t.delly.CBA_J.chr19.0.1p.8_sorted
10,6,576,0,0.02,0.62,0.00,0.03,100t.delly.CBA_J.chr19.0.5p.10_sorted
12,11,574,0,0.02,0.52,0.00,0.04,100t.delly.CBA_J.chr19.0.5p.1_sorted
15,5,571,0,0.03,0.75,0.00,0.05,100t.delly.CBA_J.chr19.0.5p.2_sorted
18,8,568,0,0.03,0.69,0.00,0.06,100t.delly.CBA_J.chr19.0.5p.3_sorted
16,7,570,2,0.03,0.70,0.22,0.05,100t.delly.CBA_J.chr19.0.5p.4_sorted
11,4,575,0,0.02,0.73,0.00,0.04,100t.delly.CBA_J.chr19.0.5p.5_sorted
7,5,579,0,0.01,0.58,0.00,0.02,100t.delly.CBA_J.chr19.0.5p.6_sorted
15,5,571,0,0.03,0.75,0.00,0.05,100t.delly.CBA_J.chr19.0.5p.7_sorted
15,3,571,0,0.03,0.83,0.00,0.05,100t.delly.CBA_J.chr19.0.5p.8_sorted
14,3,572,0,0.02,0.82,0.00,0.05,100t.delly.CBA_J.chr19.0.5p.9_sorted
243,183,343,98,0.41,0.57,0.35,0.48,100t.delly.CBA_J.chr19.10p.10_sorted
244,180,342,91,0.42,0.58,0.34,0.48,100t.delly.CBA_J.chr19.10p.1_sorted
243,199,343,95,0.41,0.55,0.32,0.47,100t.delly.CBA_J.chr19.10p.2_sorted
249,211,337,99,0.42,0.54,0.32,0.48,100t.delly.CBA_J.chr19.10p.3_sorted
248,193,338,96,0.42,0.56,0.33,0.48,100t.delly.CBA_J.chr19.10p.4_sorted
247,187,339,95,0.42,0.57,0.34,0.48,100t.delly.CBA_J.chr19.10p.5_sorted
241,190,345,87,0.41,0.56,0.31,0.47,100t.delly.CBA_J.chr19.10p.6_sorted
247,183,339,91,0.42,0.57,0.33,0.49,100t.delly.CBA_J.chr19.10p.7_sorted
236,183,350,90,0.40,0.56,0.33,0.47,100t.delly.CBA_J.chr19.10p.8_sorted
237,181,349,94,0.40,0.57,0.34,0.47,100t.delly.CBA_J.chr19.10p.9_sorted
292,310,294,116,0.50,0.49,0.27,0.49,100t.delly.CBA_J.chr19.16p.10_sorted
290,307,296,112,0.49,0.49,0.27,0.49,100t.delly.CBA_J.chr19.16p.1_sorted
285,310,301,111,0.49,0.48,0.26,0.48,100t.delly.CBA_J.chr19.16p.2_sorted
287,304,299,107,0.49,0.49,0.26,0.49,100t.delly.CBA_J.chr19.16p.3_sorted
296,285,290,111,0.51,0.51,0.28,0.51,100t.delly.CBA_J.chr19.16p.4_sorted
289,315,297,112,0.49,0.48,0.26,0.49,100t.delly.CBA_J.chr19.16p.5_sorted
285,295,301,109,0.49,0.49,0.27,0.49,100t.delly.CBA_J.chr19.16p.6_sorted
292,308,294,112,0.50,0.49,0.27,0.49,100t.delly.CBA_J.chr19.16p.7_sorted
294,321,292,111,0.50,0.48,0.26,0.49,100t.delly.CBA_J.chr19.16p.8_sorted
299,302,287,115,0.51,0.50,0.28,0.50,100t.delly.CBA_J.chr19.16p.9_sorted
39,14,547,4,0.07,0.74,0.22,0.12,100t.delly.CBA_J.chr19.1p.10_sorted
45,14,541,4,0.08,0.76,0.22,0.14,100t.delly.CBA_J.chr19.1p.1_sorted
50,19,536,5,0.09,0.72,0.21,0.15,100t.delly.CBA_J.chr19.1p.2_sorted
38,13,548,5,0.06,0.75,0.28,0.12,100t.delly.CBA_J.chr19.1p.3_sorted
44,12,542,7,0.08,0.79,0.37,0.14,100t.delly.CBA_J.chr19.1p.4_sorted
38,11,548,0,0.06,0.78,0.00,0.12,100t.delly.CBA_J.chr19.1p.5_sorted
46,8,540,6,0.08,0.85,0.43,0.14,100t.delly.CBA_J.chr19.1p.6_sorted
40,11,546,2,0.07,0.78,0.15,0.13,100t.delly.CBA_J.chr19.1p.7_sorted
30,19,556,4,0.05,0.61,0.17,0.09,100t.delly.CBA_J.chr19.1p.8_sorted
36,12,550,5,0.06,0.75,0.29,0.11,100t.delly.CBA_J.chr19.1p.9_sorted
93,26,493,25,0.16,0.78,0.49,0.26,100t.delly.CBA_J.chr19.2p.10_sorted
92,28,494,23,0.16,0.77,0.45,0.26,100t.delly.CBA_J.chr19.2p.1_sorted
80,41,506,18,0.14,0.66,0.31,0.23,100t.delly.CBA_J.chr19.2p.2_sorted
83,30,503,17,0.14,0.73,0.36,0.24,100t.delly.CBA_J.chr19.2p.3_sorted
84,29,502,15,0.14,0.74,0.34,0.24,100t.delly.CBA_J.chr19.2p.4_sorted
91,35,495,16,0.16,0.72,0.31,0.26,100t.delly.CBA_J.chr19.2p.5_sorted
89,23,497,18,0.15,0.79,0.44,0.26,100t.delly.CBA_J.chr19.2p.6_sorted
87,27,499,15,0.15,0.76,0.36,0.25,100t.delly.CBA_J.chr19.2p.7_sorted
89,36,497,16,0.15,0.71,0.31,0.25,100t.delly.CBA_J.chr19.2p.8_sorted
83,28,503,16,0.14,0.75,0.36,0.24,100t.delly.CBA_J.chr19.2p.9_sorted
345,544,241,110,0.59,0.39,0.17,0.47,100t.delly.CBA_J.chr19.32p.10_sorted
347,556,239,119,0.59,0.38,0.18,0.47,100t.delly.CBA_J.chr19.32p.1_sorted
342,538,244,112,0.58,0.39,0.17,0.47,100t.delly.CBA_J.chr19.32p.2_sorted
346,545,240,124,0.59,0.39,0.19,0.47,100t.delly.CBA_J.chr19.32p.3_sorted
348,563,238,118,0.59,0.38,0.17,0.46,100t.delly.CBA_J.chr19.32p.4_sorted
342,544,244,109,0.58,0.39,0.17,0.46,100t.delly.CBA_J.chr19.32p.5_sorted
348,554,238,124,0.59,0.39,0.18,0.47,100t.delly.CBA_J.chr19.32p.6_sorted
345,552,241,122,0.59,0.38,0.18,0.47,100t.delly.CBA_J.chr19.32p.7_sorted
344,547,242,128,0.59,0.39,0.19,0.47,100t.delly.CBA_J.chr19.32p.8_sorted
340,553,246,117,0.58,0.38,0.17,0.46,100t.delly.CBA_J.chr19.32p.9_sorted
154,54,432,48,0.26,0.74,0.47,0.39,100t.delly.CBA_J.chr19.4p.10_sorted
157,64,429,49,0.27,0.71,0.43,0.39,100t.delly.CBA_J.chr19.4p.1_sorted
163,70,423,50,0.28,0.70,0.42,0.40,100t.delly.CBA_J.chr19.4p.2_sorted
