,tool,strain,length,flag,position,threshold
7791,smoove,C3H_HeJ,174225,TN,60354786,100
7792,smoove,C3H_HeJ,174225,TN,60354786,100
7793,smoove,C3H_HeJ,174225,TN,60354786,100
7794,smoove,C3H_HeJ,174225,TN,60354786,100
7795,smoove,C3H_HeJ,174225,TN,60354786,100
7796,smoove,C3H_HeJ,12924,TN,60572946,100
7797,smoove,C3H_HeJ,41369,TN,60586059,100
7798,smoove,C3H_HeJ,41369,TN,60586059,100
7799,smoove,C3H_HeJ,13624,TN,60627593,100
7800,smoove,C3H_HeJ,1425,TN,60642338,100
7801,smoove,C3H_HeJ,3063,TN,60654019,100
7802,smoove,C3H_HeJ,20431,TN,60670325,100
7803,smoove,C3H_HeJ,830,TN,60690838,100
7804,smoove,C3H_HeJ,830,TN,60690838,100
7805,smoove,C3H_HeJ,11416,TN,60692232,100
7806,smoove,C3H_HeJ,39445,TN,60704765,100
7807,smoove,C3H_HeJ,28702,TN,60744338,100
7808,smoove,C3H_HeJ,15223,TN,60813633,100
7809,smoove,C3H_HeJ,4928,TN,60829454,100
7810,smoove,C3H_HeJ,4928,TN,60829454,100
7811,smoove,C3H_HeJ,40404,TN,60838305,100
7812,smoove,C3H_HeJ,44830,TN,60880476,100
7813,smoove,C3H_HeJ,87423,TN,60934033,100
7814,smoove,C3H_HeJ,882,TN,61025770,100
7815,smoove,C3H_HeJ,48175,TN,61135581,100
7816,smoove,C3H_HeJ,48175,TN,61135581,100
7817,rdxplorer,C3H_HeJ,39601,TN,4388600,100
7818,rdxplorer,C3H_HeJ,4001,TN,10106300,100
7819,rdxplorer,C3H_HeJ,43701,TN,10671200,100
7820,rdxplorer,C3H_HeJ,801,TN,10751200,100
7821,rdxplorer,C3H_HeJ,13001,TN,12069300,100
7822,rdxplorer,C3H_HeJ,4201,TN,14257300,100
7823,rdxplorer,C3H_HeJ,16501,TN,23059700,100
7824,rdxplorer,C3H_HeJ,25901,TN,23572100,100
7825,rdxplorer,C3H_HeJ,12201,TN,23944700,100
7826,rdxplorer,C3H_HeJ,12301,TN,24287500,100
7827,rdxplorer,C3H_HeJ,4301,TN,24608700,100
7828,rdxplorer,C3H_HeJ,1801,TN,24908500,100
7829,rdxplorer,C3H_HeJ,15901,TN,25895100,100
7830,rdxplorer,C3H_HeJ,20801,TN,25911200,100
7831,rdxplorer,C3H_HeJ,1801,TN,32576500,100
7832,rdxplorer,C3H_HeJ,1101,TN,38019400,100
7833,rdxplorer,C3H_HeJ,7301,TN,39135400,100
7834,rdxplorer,C3H_HeJ,12801,TN,39524300,100
7835,rdxplorer,C3H_HeJ,42701,TN,40773600,100
7836,rdxplorer,C3H_HeJ,58601,TN,42939800,100
7837,rdxplorer,C3H_HeJ,13101,TN,43523500,100
7838,rdxplorer,C3H_HeJ,43501,TN,45131900,100
7839,rdxplorer,C3H_HeJ,1601,TN,47156600,100
7840,rdxplorer,C3H_HeJ,1101,TN,51550100,100
7841,rdxplorer,C3H_HeJ,22801,TN,57135800,100
7842,rdxplorer,C3H_HeJ,13201,TN,60056900,100
7843,rdxplorer,C3H_HeJ,9201,TN,60618200,100
7844,rdxplorer,C3H_HeJ,13601,TN,60627600,100
7845,rdxplorer,C3H_HeJ,11301,TN,60692300,100
7846,rdxplorer,C3H_HeJ,44801,TN,60880500,100
7847,rdxplorer,C3H_HeJ,76801,TN,60948800,100
7848,rdxplorer,C3H_HeJ,801,TN,61025800,100
7849,rdxplorer,C3H_HeJ,801,TN,61113400,100
7850,rdxplorer,C3H_HeJ,20401,TN,61114800,100
7851,popdel,C3H_HeJ,780863,TN,3607448,100
7852,popdel,C3H_HeJ,780863,TN,3607448,100
7853,popdel,C3H_HeJ,429640,TN,4388601,100
7854,popdel,C3H_HeJ,429640,TN,4388601,100
7855,popdel,C3H_HeJ,566046,TN,4820095,100
7856,popdel,C3H_HeJ,566046,TN,4820095,100
7857,popdel,C3H_HeJ,566046,TN,4820095,100
7858,popdel,C3H_HeJ,566046,TN,4820095,100
7859,popdel,C3H_HeJ,566046,TN,4820095,100
7860,popdel,C3H_HeJ,566046,TN,4820095,100
7861,popdel,C3H_HeJ,29152,TN,5406789,100
7862,popdel,C3H_HeJ,567552,TN,5436859,100
7863,popdel,C3H_HeJ,261900,TN,8890321,100
7864,popdel,C3H_HeJ,261900,TN,8890321,100
7865,popdel,C3H_HeJ,290289,TN,9161692,100
7866,popdel,C3H_HeJ,290289,TN,9161692,100
7867,popdel,C3H_HeJ,23515,TN,9454716,100
7868,popdel,C3H_HeJ,18758,TN,9483353,100
7869,popdel,C3H_HeJ,602380,TN,9507891,100
7870,popdel,C3H_HeJ,602380,TN,9507891,100
7871,popdel,C3H_HeJ,457562,TN,10110569,100
7872,popdel,C3H_HeJ,457562,TN,10110569,100
7873,popdel,C3H_HeJ,457562,TN,10110569,100
7874,popdel,C3H_HeJ,457562,TN,10110569,100
7875,popdel,C3H_HeJ,457562,TN,10110569,100
7876,popdel,C3H_HeJ,457562,TN,10110569,100
7877,popdel,C3H_HeJ,146499,TN,10568422,100
7878,popdel,C3H_HeJ,2443,TN,10715208,100
7879,popdel,C3H_HeJ,89664,TN,10717957,100
7880,popdel,C3H_HeJ,89664,TN,10717957,100
7881,popdel,C3H_HeJ,77848,TN,10808043,100
7882,popdel,C3H_HeJ,1097489,TN,10887302,100
7883,popdel,C3H_HeJ,1097489,TN,10887302,100
7884,popdel,C3H_HeJ,1097489,TN,10887302,100
7885,popdel,C3H_HeJ,83744,TN,11985077,100
7886,popdel,C3H_HeJ,12895,TN,12069336,100
7887,popdel,C3H_HeJ,1407,TN,12082504,100
7888,popdel,C3H_HeJ,750,TN,12085381,100
7889,popdel,C3H_HeJ,341618,TN,12161453,100
7890,popdel,C3H_HeJ,341618,TN,12161453,100
7891,popdel,C3H_HeJ,47160,TN,12509341,100
7892,popdel,C3H_HeJ,264272,TN,12557459,100
7893,popdel,C3H_HeJ,296774,TN,12823067,100
7894,popdel,C3H_HeJ,156988,TN,13380663,100
7895,popdel,C3H_HeJ,156988,TN,13380663,100
7896,popdel,C3H_HeJ,230056,TN,13540425,100
7897,popdel,C3H_HeJ,89501,TN,13777130,100
7898,popdel,C3H_HeJ,32409,TN,13867012,100
7899,popdel,C3H_HeJ,118221,TN,13906300,100
7900,popdel,C3H_HeJ,37976,TN,14173205,100
7901,popdel,C3H_HeJ,23744,TN,14211677,100
7902,popdel,C3H_HeJ,20954,TN,14235797,100
7903,popdel,C3H_HeJ,4224,TN,14257297,100
7904,popdel,C3H_HeJ,523251,TN,14268010,100
7905,popdel,C3H_HeJ,523251,TN,14268010,100
7906,popdel,C3H_HeJ,523251,TN,14268010,100
7907,popdel,C3H_HeJ,734363,TN,14792648,100
7908,popdel,C3H_HeJ,311876,TN,15527495,100
7909,popdel,C3H_HeJ,951770,TN,15846581,100
7910,popdel,C3H_HeJ,951770,TN,15846581,100
7911,popdel,C3H_HeJ,951770,TN,15846581,100
7912,popdel,C3H_HeJ,951770,TN,15846581,100
7913,popdel,C3H_HeJ,951770,TN,15846581,100
7914,popdel,C3H_HeJ,217960,TN,16799871,100
7915,popdel,C3H_HeJ,225707,TN,17020484,100
7916,popdel,C3H_HeJ,225707,TN,17020484,100
7917,popdel,C3H_HeJ,225707,TN,17020484,100
7918,popdel,C3H_HeJ,225707,TN,17020484,100
7919,popdel,C3H_HeJ,947636,TN,17247455,100
7920,popdel,C3H_HeJ,947636,TN,17247455,100
7921,popdel,C3H_HeJ,947636,TN,17247455,100
7922,popdel,C3H_HeJ,46277,TN,18197264,100
7923,popdel,C3H_HeJ,406291,TN,18292500,100
7924,popdel,C3H_HeJ,151244,TN,18699587,100
7925,popdel,C3H_HeJ,469522,TN,18852459,100
7926,popdel,C3H_HeJ,91767,TN,19322734,100
7927,popdel,C3H_HeJ,347286,TN,19416175,100
7928,popdel,C3H_HeJ,149152,TN,19767159,100
7929,popdel,C3H_HeJ,149152,TN,19767159,100
7930,popdel,C3H_HeJ,178510,TN,19916781,100
7931,popdel,C3H_HeJ,44074,TN,20095737,100
7932,popdel,C3H_HeJ,1242388,TN,20290143,100
7933,popdel,C3H_HeJ,1242388,TN,20290143,100
7934,popdel,C3H_HeJ,1242388,TN,20290143,100
7935,popdel,C3H_HeJ,1242388,TN,20290143,100
7936,popdel,C3H_HeJ,347152,TN,21534429,100
7937,popdel,C3H_HeJ,94308,TN,21881863,100
7938,popdel,C3H_HeJ,94308,TN,21881863,100
7939,popdel,C3H_HeJ,94308,TN,21881863,100
7940,popdel,C3H_HeJ,94308,TN,21881863,100
7941,popdel,C3H_HeJ,153664,TN,21982407,100
7942,popdel,C3H_HeJ,269516,TN,22136585,100
7943,popdel,C3H_HeJ,31308,TN,22409683,100
7944,popdel,C3H_HeJ,16473,TN,22443688,100
7945,popdel,C3H_HeJ,183802,TN,22460439,100
7946,popdel,C3H_HeJ,70685,TN,22651706,100
7947,popdel,C3H_HeJ,104855,TN,22728266,100
7948,popdel,C3H_HeJ,67130,TN,22840511,100
7949,popdel,C3H_HeJ,25354,TN,22908477,100
7950,popdel,C3H_HeJ,75582,TN,22934179,100
7951,popdel,C3H_HeJ,7666,TN,23010195,100
7952,popdel,C3H_HeJ,41104,TN,23018187,100
7953,popdel,C3H_HeJ,98675,TN,23059676,100
7954,popdel,C3H_HeJ,98675,TN,23059676,100
7955,popdel,C3H_HeJ,50209,TN,23158752,100
7956,popdel,C3H_HeJ,45648,TN,23218273,100
7957,popdel,C3H_HeJ,194020,TN,23284071,100
7958,popdel,C3H_HeJ,5648,TN,23478953,100
7959,popdel,C3H_HeJ,49561,TN,23548440,100
7960,popdel,C3H_HeJ,18303,TN,23603488,100
7961,popdel,C3H_HeJ,53475,TN,23622346,100
7962,popdel,C3H_HeJ,73894,TN,23676747,100
7963,popdel,C3H_HeJ,190166,TN,23753975,100
7964,popdel,C3H_HeJ,190166,TN,23753975,100
7965,popdel,C3H_HeJ,12261,TN,23944630,100
7966,popdel,C3H_HeJ,82830,TN,23957521,100
7967,popdel,C3H_HeJ,82830,TN,23957521,100
7968,popdel,C3H_HeJ,24426,TN,24053275,100
7969,popdel,C3H_HeJ,111327,TN,24078034,100
7970,popdel,C3H_HeJ,111327,TN,24078034,100
7971,popdel,C3H_HeJ,111327,TN,24078034,100
7972,popdel,C3H_HeJ,40683,TN,24189658,100
7973,popdel,C3H_HeJ,40683,TN,24189658,100
7974,popdel,C3H_HeJ,56271,TN,24230800,100
7975,popdel,C3H_HeJ,77112,TN,24287509,100
7976,popdel,C3H_HeJ,77112,TN,24287509,100
7977,popdel,C3H_HeJ,77112,TN,24287509,100
7978,popdel,C3H_HeJ,247959,TN,24365032,100
7979,popdel,C3H_HeJ,247959,TN,24365032,100
7980,popdel,C3H_HeJ,247959,TN,24365032,100
7981,popdel,C3H_HeJ,247959,TN,24365032,100
7982,popdel,C3H_HeJ,81636,TN,24613495,100
7983,popdel,C3H_HeJ,77667,TN,24696934,100
7984,popdel,C3H_HeJ,51400,TN,24775611,100
7985,popdel,C3H_HeJ,51400,TN,24775611,100
7986,popdel,C3H_HeJ,31088,TN,24876863,100
7987,popdel,C3H_HeJ,3651,TN,24908500,100
7988,popdel,C3H_HeJ,113935,TN,24919176,100
7989,popdel,C3H_HeJ,51001,TN,25033620,100
7990,popdel,C3H_HeJ,176949,TN,25085062,100
7991,popdel,C3H_HeJ,565522,TN,25262409,100
7992,popdel,C3H_HeJ,565522,TN,25262409,100
7993,popdel,C3H_HeJ,565522,TN,25262409,100
7994,popdel,C3H_HeJ,565522,TN,25262409,100
7995,popdel,C3H_HeJ,565522,TN,25262409,100
7996,popdel,C3H_HeJ,565522,TN,25262409,100
7997,popdel,C3H_HeJ,565522,TN,25262409,100
7998,popdel,C3H_HeJ,565522,TN,25262409,100
7999,popdel,C3H_HeJ,565522,TN,25262409,100
8000,popdel,C3H_HeJ,36894,TN,25895077,100
8001,popdel,C3H_HeJ,3955617,TN,26270434,100
8002,popdel,C3H_HeJ,3955617,TN,26270434,100
8003,popdel,C3H_HeJ,3955617,TN,26270434,100
8004,popdel,C3H_HeJ,1859129,TN,30226352,100
8005,popdel,C3H_HeJ,1859129,TN,30226352,100
8006,popdel,C3H_HeJ,1859129,TN,30226352,100
8007,popdel,C3H_HeJ,1859129,TN,30226352,100
8008,popdel,C3H_HeJ,1859129,TN,30226352,100
8009,popdel,C3H_HeJ,115936,TN,32087205,100
8010,popdel,C3H_HeJ,366359,TN,32209562,100
8011,popdel,C3H_HeJ,366359,TN,32209562,100
8012,popdel,C3H_HeJ,300092,TN,32576429,100
8013,popdel,C3H_HeJ,300092,TN,32576429,100
8014,popdel,C3H_HeJ,300092,TN,32576429,100
8015,popdel,C3H_HeJ,300092,TN,32576429,100
8016,popdel,C3H_HeJ,3883150,TN,32879391,100
8017,popdel,C3H_HeJ,3883150,TN,32879391,100
8018,popdel,C3H_HeJ,294195,TN,36763756,100
8019,popdel,C3H_HeJ,536461,TN,37058370,100
8020,popdel,C3H_HeJ,536461,TN,37058370,100
8021,popdel,C3H_HeJ,536461,TN,37058370,100
8022,popdel,C3H_HeJ,22109,TN,37595282,100
8023,popdel,C3H_HeJ,174277,TN,37624464,100
8024,popdel,C3H_HeJ,44675,TN,37799186,100
8025,popdel,C3H_HeJ,174419,TN,37844462,100
8026,popdel,C3H_HeJ,1214,TN,38019317,100
8027,popdel,C3H_HeJ,57712,TN,38021229,100
8028,popdel,C3H_HeJ,57712,TN,38021229,100
8029,popdel,C3H_HeJ,57712,TN,38021229,100
8030,popdel,C3H_HeJ,294693,TN,38080318,100
8031,popdel,C3H_HeJ,108207,TN,38382094,100
8032,popdel,C3H_HeJ,189737,TN,38495204,100
8033,popdel,C3H_HeJ,446195,TN,38685236,100
8034,popdel,C3H_HeJ,446195,TN,38685236,100
8035,popdel,C3H_HeJ,446195,TN,38685236,100
8036,popdel,C3H_HeJ,245701,TN,39135360,100
8037,popdel,C3H_HeJ,245701,TN,39135360,100
8038,popdel,C3H_HeJ,245701,TN,39135360,100
8039,popdel,C3H_HeJ,4153,TN,39388248,100
8040,popdel,C3H_HeJ,13727,TN,39398654,100
8041,popdel,C3H_HeJ,788,TN,39419753,100
8042,popdel,C3H_HeJ,89696,TN,39426815,100
8043,popdel,C3H_HeJ,89696,TN,39426815,100
8044,popdel,C3H_HeJ,893,TN,39516788,100
8045,popdel,C3H_HeJ,12905,TN,39524276,100
8046,popdel,C3H_HeJ,62085,TN,39537796,100
8047,popdel,C3H_HeJ,70945,TN,39607086,100
8048,popdel,C3H_HeJ,325189,TN,39695172,100
8049,popdel,C3H_HeJ,292513,TN,40215918,100
8050,popdel,C3H_HeJ,292513,TN,40215918,100
8051,popdel,C3H_HeJ,292513,TN,40215918,100
8052,popdel,C3H_HeJ,60053,TN,40561718,100
8053,popdel,C3H_HeJ,577103,TN,40816598,100
8054,popdel,C3H_HeJ,577103,TN,40816598,100
8055,popdel,C3H_HeJ,73094,TN,41394977,100
8056,popdel,C3H_HeJ,35518,TN,41489733,100
8057,popdel,C3H_HeJ,557890,TN,41526981,100
8058,popdel,C3H_HeJ,557890,TN,41526981,100
8059,popdel,C3H_HeJ,557890,TN,41526981,100
8060,popdel,C3H_HeJ,557890,TN,41526981,100
8061,popdel,C3H_HeJ,29350,TN,42085161,100
8062,popdel,C3H_HeJ,29350,TN,42085161,100
8063,popdel,C3H_HeJ,440462,TN,42114809,100
8064,popdel,C3H_HeJ,224023,TN,42558888,100
8065,popdel,C3H_HeJ,224023,TN,42558888,100
8066,popdel,C3H_HeJ,224023,TN,42558888,100
8067,popdel,C3H_HeJ,155997,TN,42783424,100
8068,popdel,C3H_HeJ,58567,TN,42939834,100
8069,popdel,C3H_HeJ,518099,TN,43005062,100
8070,popdel,C3H_HeJ,518099,TN,43005062,100
8071,popdel,C3H_HeJ,518099,TN,43005062,100
8072,popdel,C3H_HeJ,518099,TN,43005062,100
8073,popdel,C3H_HeJ,13106,TN,43523495,100
8074,popdel,C3H_HeJ,465311,TN,43537370,100
8075,popdel,C3H_HeJ,465311,TN,43537370,100
8076,popdel,C3H_HeJ,465311,TN,43537370,100
8077,popdel,C3H_HeJ,465311,TN,43537370,100
8078,popdel,C3H_HeJ,465311,TN,43537370,100
8079,popdel,C3H_HeJ,465311,TN,43537370,100
8080,popdel,C3H_HeJ,465311,TN,43537370,100
8081,popdel,C3H_HeJ,161118,TN,44004133,100
8082,popdel,C3H_HeJ,903315,TN,44186716,100
8083,popdel,C3H_HeJ,903315,TN,44186716,100
8084,popdel,C3H_HeJ,903315,TN,44186716,100
8085,popdel,C3H_HeJ,903315,TN,44186716,100
8086,popdel,C3H_HeJ,903315,TN,44186716,100
8087,popdel,C3H_HeJ,903315,TN,44186716,100
8088,popdel,C3H_HeJ,34788,TN,45096463,100
8089,popdel,C3H_HeJ,43535,TN,45131906,100
8090,popdel,C3H_HeJ,523371,TN,45175750,100
8091,popdel,C3H_HeJ,523371,TN,45175750,100
8092,popdel,C3H_HeJ,52830,TN,45706231,100
8093,popdel,C3H_HeJ,52830,TN,45706231,100
8094,popdel,C3H_HeJ,226255,TN,45759336,100
8095,popdel,C3H_HeJ,243365,TN,45985886,100
8096,popdel,C3H_HeJ,243365,TN,45985886,100
8097,popdel,C3H_HeJ,243365,TN,45985886,100
8098,popdel,C3H_HeJ,243365,TN,45985886,100
8099,popdel,C3H_HeJ,243365,TN,45985886,100
8100,popdel,C3H_HeJ,375776,TN,46229555,100
8101,popdel,C3H_HeJ,375776,TN,46229555,100
8102,popdel,C3H_HeJ,375776,TN,46229555,100
8103,popdel,C3H_HeJ,375776,TN,46229555,100
8104,popdel,C3H_HeJ,375776,TN,46229555,100
8105,popdel,C3H_HeJ,113109,TN,46605622,100
8106,popdel,C3H_HeJ,113109,TN,46605622,100
8107,popdel,C3H_HeJ,402693,TN,46753588,100
8108,popdel,C3H_HeJ,402693,TN,46753588,100
8109,popdel,C3H_HeJ,402693,TN,46753588,100
8110,popdel,C3H_HeJ,402693,TN,46753588,100
8111,popdel,C3H_HeJ,1608,TN,47156563,100
8112,popdel,C3H_HeJ,35563,TN,47158908,100
8113,popdel,C3H_HeJ,393959,TN,47196392,100
8114,popdel,C3H_HeJ,393959,TN,47196392,100
8115,popdel,C3H_HeJ,2950,TN,47593281,100
8116,popdel,C3H_HeJ,91612,TN,47602629,100
8117,popdel,C3H_HeJ,358374,TN,47695207,100
8118,popdel,C3H_HeJ,358374,TN,47695207,100
8119,popdel,C3H_HeJ,51203,TN,48054428,100
8120,popdel,C3H_HeJ,51203,TN,48054428,100
8121,popdel,C3H_HeJ,1161,TN,51550030,100
8122,popdel,C3H_HeJ,78135,TN,51570106,100
8123,popdel,C3H_HeJ,414900,TN,52309651,100
8124,popdel,C3H_HeJ,113216,TN,52725785,100
8125,popdel,C3H_HeJ,128512,TN,52839399,100
8126,popdel,C3H_HeJ,14229,TN,52971322,100
8127,popdel,C3H_HeJ,1405899,TN,53589052,100
8128,popdel,C3H_HeJ,1405899,TN,53589052,100
8129,popdel,C3H_HeJ,453256,TN,55001565,100
8130,popdel,C3H_HeJ,453256,TN,55001565,100
8131,popdel,C3H_HeJ,453256,TN,55001565,100
8132,popdel,C3H_HeJ,453256,TN,55001565,100
8133,popdel,C3H_HeJ,3175,TN,55515486,100
8134,popdel,C3H_HeJ,737887,TN,55519104,100
8135,popdel,C3H_HeJ,737887,TN,55519104,100
8136,popdel,C3H_HeJ,713372,TN,56258909,100
8137,popdel,C3H_HeJ,713372,TN,56258909,100
8138,popdel,C3H_HeJ,713372,TN,56258909,100
8139,popdel,C3H_HeJ,713372,TN,56258909,100
8140,popdel,C3H_HeJ,713372,TN,56258909,100
8141,popdel,C3H_HeJ,101508,TN,56972653,100
8142,popdel,C3H_HeJ,60737,TN,57074564,100
8143,popdel,C3H_HeJ,60737,TN,57074564,100
8144,popdel,C3H_HeJ,60737,TN,57074564,100
8145,popdel,C3H_HeJ,22760,TN,57135821,100
8146,popdel,C3H_HeJ,54661,TN,57159360,100
8147,popdel,C3H_HeJ,215345,TN,57214436,100
8148,popdel,C3H_HeJ,81336,TN,57520615,100
8149,popdel,C3H_HeJ,154858,TN,57672183,100
8150,popdel,C3H_HeJ,154858,TN,57672183,100
8151,popdel,C3H_HeJ,180119,TN,57832472,100
8152,popdel,C3H_HeJ,180119,TN,57832472,100
8153,popdel,C3H_HeJ,180119,TN,57832472,100
8154,popdel,C3H_HeJ,304246,TN,58014495,100
8155,popdel,C3H_HeJ,304246,TN,58014495,100
8156,popdel,C3H_HeJ,304246,TN,58014495,100
8157,popdel,C3H_HeJ,40553,TN,58319288,100
8158,popdel,C3H_HeJ,606535,TN,58360146,100
8159,popdel,C3H_HeJ,606535,TN,58360146,100
8160,popdel,C3H_HeJ,208410,TN,59322811,100
8161,popdel,C3H_HeJ,208410,TN,59322811,100
8162,popdel,C3H_HeJ,208410,TN,59322811,100
8163,popdel,C3H_HeJ,51668,TN,59610473,100
8164,popdel,C3H_HeJ,46749,TN,59767282,100
8165,popdel,C3H_HeJ,4766,TN,59820245,100
8166,popdel,C3H_HeJ,45292,TN,59826669,100
8167,popdel,C3H_HeJ,77839,TN,59874852,100
8168,popdel,C3H_HeJ,77839,TN,59874852,100
8169,popdel,C3H_HeJ,77839,TN,59874852,100
8170,popdel,C3H_HeJ,45319,TN,59952972,100
8171,popdel,C3H_HeJ,45319,TN,59952972,100
8172,popdel,C3H_HeJ,18855,TN,59999836,100
8173,popdel,C3H_HeJ,31222,TN,60024969,100
8174,popdel,C3H_HeJ,252391,TN,60056850,100
8175,popdel,C3H_HeJ,252391,TN,60056850,100
8176,popdel,C3H_HeJ,252391,TN,60056850,100
8177,popdel,C3H_HeJ,252391,TN,60056850,100
8178,popdel,C3H_HeJ,252391,TN,60056850,100
8179,popdel,C3H_HeJ,252391,TN,60056850,100
8180,popdel,C3H_HeJ,37937,TN,60309614,100
8181,popdel,C3H_HeJ,286352,TN,60354809,100
8182,popdel,C3H_HeJ,286352,TN,60354809,100
8183,popdel,C3H_HeJ,286352,TN,60354809,100
8184,popdel,C3H_HeJ,286352,TN,60354809,100
8185,popdel,C3H_HeJ,286352,TN,60354809,100
8186,popdel,C3H_HeJ,286352,TN,60354809,100
8187,popdel,C3H_HeJ,286352,TN,60354809,100
8188,popdel,C3H_HeJ,286352,TN,60354809,100
8189,popdel,C3H_HeJ,286352,TN,60354809,100
8190,popdel,C3H_HeJ,286352,TN,60354809,100
8191,popdel,C3H_HeJ,1435,TN,60642306,100
8192,popdel,C3H_HeJ,3023,TN,60654038,100
8193,popdel,C3H_HeJ,34032,TN,60657619,100
8194,popdel,C3H_HeJ,34032,TN,60657619,100
8195,popdel,C3H_HeJ,11384,TN,60692237,100
8196,popdel,C3H_HeJ,68240,TN,60704771,100
8197,popdel,C3H_HeJ,55305,TN,60773476,100
8198,popdel,C3H_HeJ,55305,TN,60773476,100
8199,popdel,C3H_HeJ,49303,TN,60829428,100
8200,popdel,C3H_HeJ,49303,TN,60829428,100
8201,popdel,C3H_HeJ,49303,TN,60829428,100
8202,popdel,C3H_HeJ,49303,TN,60829428,100
8203,popdel,C3H_HeJ,44914,TN,60880377,100
8204,popdel,C3H_HeJ,180135,TN,60934036,100
8205,popdel,C3H_HeJ,180135,TN,60934036,100
8206,popdel,C3H_HeJ,180135,TN,60934036,100
8207,popdel,C3H_HeJ,20456,TN,61114805,100
8208,popdel,C3H_HeJ,33193,TN,61135548,100
8209,pindel,C3H_HeJ,3047,TN,9454040,100
8210,pindel,C3H_HeJ,6568,TN,5399770,100
8211,pindel,C3H_HeJ,75812,TN,9172013,100
8212,pindel,C3H_HeJ,7467,TN,9448893,100
8213,pindel,C3H_HeJ,1253,TN,10885682,100
8214,pindel,C3H_HeJ,332,TN,12082590,100
8215,pindel,C3H_HeJ,1112,TN,12084777,100
8216,pindel,C3H_HeJ,333,TN,12085891,100
8217,pindel,C3H_HeJ,9048,TN,12166610,100
8218,pindel,C3H_HeJ,10689,TN,10099609,100
8219,pindel,C3H_HeJ,3330,TN,10884631,100
8220,pindel,C3H_HeJ,12841,TN,12070196,100
8221,pindel,C3H_HeJ,2657,TN,12083084,100
8222,pindel,C3H_HeJ,1325,TN,12170409,100
8223,pindel,C3H_HeJ,12783,TN,12812792,100
8224,pindel,C3H_HeJ,1873,TN,15904276,100
8225,pindel,C3H_HeJ,2731,TN,15906928,100
8226,pindel,C3H_HeJ,3700,TN,15905967,100
8227,pindel,C3H_HeJ,4044,TN,23618307,100
8228,pindel,C3H_HeJ,1458,TN,24041202,100
8229,pindel,C3H_HeJ,10215,TN,24909239,100
8230,pindel,C3H_HeJ,8519,TN,23226735,100
8231,pindel,C3H_HeJ,3935,TN,23617884,100
8232,pindel,C3H_HeJ,1287,TN,24041237,100
8233,pindel,C3H_HeJ,5636,TN,24816832,100
8234,pindel,C3H_HeJ,8050,TN,25630030,100
8235,pindel,C3H_HeJ,1623,TN,39419385,100
8236,pindel,C3H_HeJ,910,TN,39516782,100
8237,pindel,C3H_HeJ,454,TN,38021304,100
8238,pindel,C3H_HeJ,8425,TN,39388273,100
8239,pindel,C3H_HeJ,2068,TN,39418686,100
8240,pindel,C3H_HeJ,6869,TN,39513029,100
8241,pindel,C3H_HeJ,8921,TN,42552197,100
8242,pindel,C3H_HeJ,4770,TN,45059253,100
8243,pindel,C3H_HeJ,958,TN,45089409,100
8244,pindel,C3H_HeJ,710,TN,45371402,100
8245,pindel,C3H_HeJ,177,TN,45372233,100
8246,pindel,C3H_HeJ,1087,TN,45372412,100
8247,pindel,C3H_HeJ,2184,TN,45089409,100
8248,pindel,C3H_HeJ,5285,TN,45369818,100
8249,pindel,C3H_HeJ,3932,TN,45704015,100
8250,pindel,C3H_HeJ,4292,TN,47156587,100
8251,pindel,C3H_HeJ,3570,TN,51549994,100
8252,pindel,C3H_HeJ,4521,TN,59950851,100
8253,pindel,C3H_HeJ,2011,TN,60616415,100
8254,pindel,C3H_HeJ,3663,TN,60640636,100
8255,pindel,C3H_HeJ,21,TN,60690721,100
8256,pindel,C3H_HeJ,169,TN,60690839,100
8257,pindel,C3H_HeJ,340,TN,60852711,100
8258,pindel,C3H_HeJ,10261,TN,60465044,100
8259,pindel,C3H_HeJ,4384,TN,60614015,100
8260,pindel,C3H_HeJ,10059,TN,60638410,100
8261,pindel,C3H_HeJ,448,TN,60690839,100
8262,pindel,C3H_HeJ,271,TN,60852743,100
8263,pindel,C3H_HeJ,4554,TN,61022098,100
8264,mistrvar,C3H_HeJ,76662,TN,8881477,100
8265,mistrvar,C3H_HeJ,17033,TN,9172513,100
8266,mistrvar,C3H_HeJ,17533,TN,9441011,100
8267,mistrvar,C3H_HeJ,7070,TN,10745584,100
8268,mistrvar,C3H_HeJ,4198,TN,10884060,100
8269,mistrvar,C3H_HeJ,3626,TN,11938745,100
8270,mistrvar,C3H_HeJ,5571,TN,12081331,100
8271,mistrvar,C3H_HeJ,5571,TN,12081331,100
8272,mistrvar,C3H_HeJ,5571,TN,12081331,100
8273,mistrvar,C3H_HeJ,5571,TN,12081331,100
8274,mistrvar,C3H_HeJ,5571,TN,12081331,100
8275,mistrvar,C3H_HeJ,19354,TN,12165994,100
8276,mistrvar,C3H_HeJ,47150,TN,13860522,100
8277,mistrvar,C3H_HeJ,47150,TN,13860522,100
8278,mistrvar,C3H_HeJ,20049,TN,15898582,100
8279,mistrvar,C3H_HeJ,20049,TN,15898582,100
8280,mistrvar,C3H_HeJ,37450,TN,21513122,100
8281,mistrvar,C3H_HeJ,71285,TN,21935202,100
8282,mistrvar,C3H_HeJ,12286,TN,22577665,100
8283,mistrvar,C3H_HeJ,14678,TN,22794353,100
8284,mistrvar,C3H_HeJ,2901,TN,23568571,100
